cong,id,state,dist,lstate,party,name,unity,num unity votes,total unity votes
66,976,44,8,GEORGIA,100,BRAND  C.H.,86.861,119,137
66,614,44,9,GEORGIA,100,BELL  T.M.,81.818,81,99
66,9677,44,10,GEORGIA,100,VINSON  C.,88.811,127,143
66,5464,44,11,GEORGIA,100,LANKFORD,85,119,140
66,5482,44,12,GEORGIA,100,LARSEN  W.,82.645,100,121
66,3367,63,1,IDAHO,200,FRENCH  B.,82.55,123,149
66,8598,63,2,IDAHO,200,SMITH  A.T.,83.916,120,143
66,5899,21,1,ILLINOI,200,MADDEN  M.,89.6,112,125
66,5959,21,2,ILLINOI,200,MANN  J.R.,76.842,73,95
66,10263,21,3,ILLINOI,200,WILSON  W.,91.089,92,101
66,7692,21,4,ILLINOI,100,RAINEY  J.,80.412,78,97
66,8163,21,5,ILLINOI,100,SABATH  A.,77.333,58,75
66,6122,21,6,ILLINOI,100,MCANDREWS,70.833,85,120
66,5087,21,7,ILLINOI,200,JUUL  N.,89.744,105,117
66,3435,21,8,ILLINOI,100,GALLAGHER,71.875,69,96
66,1048,21,9,ILLINOI,200,BRITTEN  F.,87.302,55,63
66,1698,21,10,ILLINOI,200,CHINDBLOM,93.478,129,138
66,2063,21,11,ILLINOI,200,COPLEY  I.,87.952,73,83
66,3393,21,12,ILLINOI,200,FULLER  C.,91.597,109,119
66,6300,21,13,ILLINOI,200,MCKENZIE,96.19,101,105
66,3741,21,14,ILLINOI,200,GRAHAM  W.,88.321,121,137
66,5259,21,15,ILLINOI,200,KING  E.J.,67.521,79,117
66,4815,21,16,ILLINOI,200,IRELAND  C.,90.826,99,109
66,8617,21,17,ILLINOI,200,SMITH  F.L.,88.608,70,79
66,1483,21,18,ILLINOI,200,CANNON  J.,87.681,121,138
66,6313,21,19,ILLINOI,200,MCKINLEY,84.27,75,89
66,7691,21,20,ILLINOI,100,RAINEY  H.,85.393,76,89
66,9993,21,21,ILLINOI,200,WHEELER  L.,90.244,111,123
66,8007,21,22,ILLINOI,200,RODENBERG,87.097,81,93
66,1074,21,23,ILLINOI,200,BROOKS  E.,92.806,129,139
66,10184,21,24,ILLINOI,200,WILLIAMS,88.095,111,126
66,2497,21,25,ILLINOI,200,DENISON  E.,86.957,100,115
66,10420,21,99,ILLINOI,200,YATES  R.,82.474,80,97
66,6065,21,99,ILLINOI,200,MASON  W.E.,80.328,49,61
66,5834,22,1,INDIANA,200,LUHRING  O.,91.489,129,141
66,782,22,2,INDIANA,200,BLAND  O.E.,85,102,120
66,2754,22,3,INDIANA,200,DUNBAR  J.,86.806,125,144
66,625,22,4,INDIANA,200,BENHAM  J.,89.51,128,143
66,8196,22,5,INDIANA,200,SANDERS  E.,88.571,93,105
66,2916,22,6,INDIANA,200,ELLIOTT  R.,92.199,130,141
66,6659,22,7,INDIANA,200,MOORES  M.,74.359,87,117
66,9666,22,8,INDIANA,200,VESTAL  A.,91.176,124,136
66,7655,22,9,INDIANA,200,PURNELL  F.,94.309,116,123
66,10336,22,10,INDIANA,200,WOOD  W.R.,92.5,111,120
66,5364,22,11,INDIANA,200,KRAUS  M.,90.411,132,146
66,3050,22,12,INDIANA,200,FAIRFIELD,83.186,94,113
66,4383,22,13,INDIANA,200,HICKEY  A.,89.103,139,156
66,5178,31,1,IOWA,200,KENNEDY  C.,90.566,48,53
66,4718,31,2,IOWA,200,HULL  H.E.,83.206,109,131
66,9116,31,3,IOWA,200,SWEET  B.E.,83.448,121,145
66,4195,31,4,IOWA,200,HAUGEN  G.,84.848,84,99
66,3664,31,5,IOWA,200,GOOD  J.W.,88.889,104,117
66,7708,31,6,IOWA,200,RAMSEYER,92.254,131,142
66,2701,31,7,IOWA,200,DOWELL  C.,86.014,123,143
66,9430,31,8,IOWA,200,TOWNER  H.,91.129,113,124
66,3786,31,9,IOWA,200,GREEN  W.R.,92.617,138,149
66,2575,31,10,IOWA,200,DICKINSON,96.454,136,141
66,827,31,11,IOWA,200,BOIES  W.D.,84.733,111,131
66,211,32,1,KANSAS,200,ANTHONY,84.615,77,91
66,5699,32,2,KANSAS,200,LITTLE  E.,81.967,100,122
66,1462,32,3,KANSAS,200,CAMPBELL,89.922,116,129
66,4476,32,4,KANSAS,200,HOCH  H.,87.417,132,151
66,9030,32,5,KANSAS,200,STRONG  J.,83.562,122,146
66,10027,32,6,KANSAS,200,WHITE  H.B.,87.586,127,145
66,9394,32,7,KANSAS,200,TINCHER  J.,83.942,115,137
66,309,32,8,KANSAS,100,AYRES  W.A.,76.667,92,120
66,437,51,1,KENTUCK,100,BARKLEY  A.,90.323,112,124
66,5249,51,2,KENTUCK,100,KINCHELOE,90.323,112,124
66,9309,51,3,KENTUCK,100,THOMAS  R.,79.464,89,112
66,4942,51,4,KENTUCK,100,JOHNSON  B.,78.899,86,109
66,7030,51,5,KENTUCK,200,OGDEN  C.F.,85.714,126,147
66,8083,51,6,KENTUCK,100,ROUSE  A.B.,91.304,105,115
66,1488,51,7,KENTUCK,100,CANTRILL,83.333,70,84
66,9136,51,8,KENTUCK,200,SWOPE  K.,80.46,70,87
66,3138,51,9,KENTUCK,100,FIELDS  W.,88.043,81,92
66,5454,51,10,KENTUCK,200,LANGLEY  J.,84.946,79,93
66,7996,51,11,KENTUCK,200,ROBSION  J.,80.451,107,133
66,7016,45,1,LOUISIA,100,O'CONNOR,75.49,77,102
66,2783,45,2,LOUISIA,100,DUPRE  H.G.,72.388,97,134
66,6041,45,3,LOUISIA,100,MARTIN  W.,73.188,101,138
66,9867,45,4,LOUISIA,100,WATKINS  J.,92.683,114,123
66,10247,45,5,LOUISIA,100,WILSON  R.,89.796,132,147
66,8197,45,6,LOUISIA,100,SANDERS  J.,90.426,85,94
66,5529,45,7,LOUISIA,100,LAZARO  L.,77.419,96,124
66,276,45,8,LOUISIA,100,ASWELL  J.,85.714,114,133
66,3665,2,1,MAINE,200,GOODALL  L.,91.071,51,56
66,10047,2,2,MAINE,200,WHITE  W.H.,91.538,119,130
66,7366,2,3,MAINE,200,PETERS  J.,83.81,88,105
66,4368,2,4,MAINE,200,HERSEY  I.,93.571,131,140
66,203,52,1,MARYLAN,200,ANDREWS  W.,92.593,75,81
66,648,52,2,MARYLAN,100,BENSON  C.,70.93,61,86
66,1862,52,3,MARYLAN,100,COADY  C.P.,65.185,88,135
66,5691,52,4,MARYLAN,100,LINTHICUM,75.207,91,121
66,6778,52,5,MARYLAN,200,MUDD  S.E.,74.713,65,87
66,10467,52,6,MARYLAN,200,ZIHLMAN,82.906,97,117
66,9460,3,1,MASSACH,200,TREADWAY,81.356,96,118
66,7162,3,3,MASSACH,200,PAIGE  C.D.,91,91,100
66,10277,3,4,MASSACH,200,WINSLOW  S.,83.636,92,110
66,8031,3,5,MASSACH,200,ROGERS  J.,80,112,140
66,5833,3,6,MASSACH,200,LUFKIN  W.,75.214,88,117
66,7396,3,7,MASSACH,100,PHELAN  M.,77.692,101,130
66,2306,3,8,MASSACH,200,DALLINGER,86.232,119,138
66,3391,3,9,MASSACH,200,FULLER  A.,71.111,32,45
66,3182,3,10,MASSACH,100,FITZGERALD,90,18,20
66,9156,3,10,MASSACH,100,TAGUE  P.,79.012,64,81
66,9395,3,11,MASSACH,200,TINKHAM  G.,80.18,89,111
66,3440,3,12,MASSACH,100,GALLIVAN,66.667,62,93
66,5828,3,13,MASSACH,200,LUCE  R.,82.443,108,131
66,7067,3,14,MASSACH,100,OLNEY  R.,47.525,48,101
66,3794,3,15,MASSACH,200,GREENE  W.,86.466,115,133
66,9785,3,16,MASSACH,200,WALSH  J.,79.365,100,126
66,2670,23,1,MICHIGA,100,DOREMUS  F.,91.139,72,79
66,6456,23,2,MICHIGA,200,MICHENER,86.842,132,152
66,8654,23,3,MICHIGA,200,SMITH  J.M.,84.783,117,138
66,3989,23,4,MICHIGA,200,HAMILTON,94.545,52,55
66,5972,23,5,MICHIGA,200,MAPES  C.E.,84.667,127,150
66,5139,23,6,MICHIGA,200,KELLEY  P.,88.608,70,79
66,2144,23,7,MICHIGA,200,CRAMTON  L.,80.833,97,120
66,3275,23,8,MICHIGA,200,FORDNEY  J.,88.496,100,113
66,6327,23,9,MICHIGA,200,MCLAUGHLIN,92.647,126,136
66,2259,23,10,MICHIGA,200,CURRIE  G.,93.103,108,116
66,8296,23,11,MICHIGA,200,SCOTT  F.L.,89.13,123,138
66,4887,23,12,MICHIGA,200,JAMES  W.F.,78.652,70,89
66,6917,23,13,MICHIGA,200,NICHOLS  C.,73.438,47,64
66,6344,23,13,MICHIGA,200,MCLEOD  C.,82.222,37,45
66,182,33,1,MINNESO,200,ANDERSON,88.148,119,135
66,2934,33,2,MINNESO,200,ELLSWORTH,79.487,31,39
66,2375,33,3,MINNESO,200,DAVIS  C.R.,87.805,108,123
66,6907,33,5,MINNESO,200,NEWTON  W.,81.159,112,138
66,5352,33,6,MINNESO,200,KNUTSON  H.,92.857,117,126
66,9683,33,7,MINNESO,200,VOLSTEAD,89.437,127,142
66,1544,33,8,MINNESO,356,CARSS  W.L.,89.437,127,142
66,8877,33,9,MINNESO,200,STEENERSON,81.416,92,113
66,8254,33,10,MINNESO,200,SCHALL  T.,85.714,78,91
66,1473,46,1,MISSISS,100,CANDLER  E.,93.069,94,101
66,8888,46,2,MISSISS,100,STEPHENS,88.421,84,95
66,4734,46,3,MISSISS,100,HUMPHREYS,81.356,96,118
66,8551,46,4,MISSISS,100,SISSON  T.,79.279,88,111
66,9661,46,5,MISSISS,100,VENABLE  W.,90.164,110,122
66,4984,46,6,MISSISS,100,JOHNSON  P.,91.971,126,137
66,7674,46,7,MISSISS,100,QUIN  P.E.,84.076,132,157
66,1942,46,8,MISSISS,100,COLLIER  J.,93.75,135,144
66,8047,34,1,MISSOUR,100,ROMJUE  M.,89.51,128,143
66,8103,34,2,MISSOUR,100,RUCKER  W.,92.632,88,95
66,86,34,3,MISSOUR,100,ALEXANDER,85.106,40,47
66,6520,34,3,MISSOUR,100,MILLIGAN,94.118,64,68
66,850,34,4,MISSOUR,100,BOOHER  C.,100,29,29
66,787,34,5,MISSOUR,100,BLAND  W.T.,81.197,95,117
66,2568,34,6,MISSOUR,100,DICKINSON,88.596,101,114
66,5933,34,7,MISSOUR,100,MAJOR  S.C.,90.909,110,121
66,6876,34,8,MISSOUR,100,NELSON  W.,89.103,139,156
66,1769,34,9,MISSOUR,100,CLARK  C.,88.496,100,113
66,6903,34,10,MISSOUR,200,NEWTON  C.,84.874,101,119
66,4794,34,11,MISSOUR,100,IGOE  W.L.,84.8,106,125
66,2807,34,12,MISSOUR,200,DYER  L.C.,77.67,80,103
66,7846,34,13,MISSOUR,200,RHODES  M.,86.719,111,128
66,4242,34,14,MISSOUR,200,HAYS  E.D.,84.848,112,132
66,6374,34,15,MISSOUR,200,MCPHERSON,84.158,85,101
66,8100,34,16,MISSOUR,100,RUBEY  T.L.,81.897,95,116
66,3013,64,1,MONTANA,100,EVANS  J.M.,76.667,92,120
66,7890,64,2,MONTANA,200,RIDDICK  C.,88.66,86,97
66,7772,35,1,NEBRASK,200,REAVIS  C.,89.691,87,97
66,4901,35,2,NEBRASK,200,JEFFERIS,88.034,103,117
66,3020,35,3,NEBRASK,200,EVANS  R.E.,88.112,126,143
66,6329,35,4,NEBRASK,200,MCLAUGHLIN,89.189,132,148
66,201,35,5,NEBRASK,200,ANDREWS  W.,91.946,137,149
66,5278,35,6,NEBRASK,200,KINKAID  M.,91.549,130,142
66,3004,65,1,NEVADA,100,EVANS  C.R.,60.87,56,92
66,1306,4,1,NEW HAM,200,BURROUGHS,89.051,122,137
66,9861,4,2,NEW HAM,200,WASON  E.H.,90.909,120,132
66,1149,12,1,NEW JER,200,BROWNING,81.356,48,59
66,7240,12,1,NEW JER,200,PATTERSON,89.189,33,37
66,318,12,2,NEW JER,200,BACHARACH,84.158,85,101
66,8330,12,3,NEW JER,100,SCULLY  T.,58.333,7,12
66,4781,12,4,NEW JER,200,HUTCHINSON,93.694,104,111
66,16,12,5,NEW JER,200,ACKERMAN,88.71,110,124
66,7704,12,6,NEW JER,200,RAMSEY  J.,77.876,88,113
66,7684,12,7,NEW JER,200,RADCLIFF,93.525,130,139
66,6254,12,8,NEW JER,100,MCGLENNON,79.167,76,96
66,6542,12,9,NEW JER,100,MINAHAN  D.,76.056,108,142
66,5589,12,10,NEW JER,200,LEHLBACH,86.555,103,119
66,2808,12,11,NEW JER,100,EAGAN  J.J.,76.106,86,113
66,3980,12,12,NEW JER,100,HAMILL  J.,75,15,20
66,4356,66,1,NEW MEX,200,HERNANDEZ,90.37,122,135
66,4385,13,1,NEW YOR,200,HICKS  F.C.,91.803,112,122
66,1404,13,2,NEW YOR,100,CALDWELL,71.084,59,83
66,5870,13,3,NEW YOR,200,MACCRATE,85.542,71,83
66,2236,13,4,NEW YOR,100,CULLEN  T.,77.391,89,115
66,5004,13,5,NEW YOR,100,JOHNSTON,80,32,40
66,8092,13,6,NEW YOR,200,ROWE  F.W.,90.179,101,112
66,5922,13,7,NEW YOR,100,MAHER  J.P.,76.364,42,55
66,1826,13,8,NEW YOR,100,CLEARY  W.,72.951,89,122
66,7010,13,9,NEW YOR,100,O'CONNELL,84.821,95,112
66,4173,13,10,NEW YOR,200,HASKELL  R.,84.211,32,38
66,9681,13,10,NEW YOR,200,VOLK  L.D.,77.778,21,27
66,7911,13,11,NEW YOR,100,RIORDAN  D.,81.69,58,71
66,3651,13,12,NEW YOR,100,GOLDFOGLE,63.636,35,55
66,9066,13,13,NEW YOR,100,SULLIVAN,54.545,18,33
66,5406,13,14,NEW YOR,200,LAGUARDIA,75.758,25,33
66,7352,13,14,NEW YOR,200,PERLMAN  N.,68,17,25
66,2666,13,15,NEW YOR,100,DOOLING  P.,64.706,22,34
66,8689,13,16,NEW YOR,100,SMITH  T.F.,76.471,39,51
66,7311,13,17,NEW YOR,100,PELL  H.C.,62.857,66,105
66,1500,13,18,NEW YOR,100,CAREW  J.F.,78.205,61,78
66,8088,13,19,NEW YOR,100,ROWAN  J.,83.333,20,24
66,8505,13,20,NEW YOR,200,SIEGEL  I.,79.048,83,105
66,2664,13,21,NEW YOR,100,DONOVAN  J.,78.125,50,64
66,3817,13,22,NEW YOR,100,GRIFFIN  A.,72.973,81,111
66,6308,13,23,NEW YOR,100,MCKINIRY,80.233,69,86
66,3451,13,24,NEW YOR,100,GANLY  J.V.,73.913,68,92
66,4775,13,25,NEW YOR,200,HUSTED  J.,83.871,78,93
66,7479,13,26,NEW YOR,200,PLATT  E.,81.111,73,90
66,3162,13,26,NEW YOR,200,FISH  H.JR.,86.667,26,30
66,9810,13,27,NEW YOR,200,WARD  C.B.,89.157,74,83
66,8212,13,28,NEW YOR,200,SANFORD  R.,79.012,64,81
66,7196,13,29,NEW YOR,200,PARKER  J.,76.923,80,104
66,2215,13,30,NEW YOR,200,CROWTHER,87.611,99,113
66,8721,13,31,NEW YOR,200,SNELL  B.H.,91.262,94,103
66,6762,13,32,NEW YOR,200,MOTT  L.W.,90.083,109,121
66,8733,13,33,NEW YOR,200,SNYDER  H.,90.588,77,85
66,4427,13,34,NEW YOR,200,HILL  W.H.,83.562,61,73
66,5909,13,35,NEW YOR,200,MAGEE  W.W.,89.928,125,139
66,3723,13,36,NEW YOR,200,GOULD  N.J.,91.304,63,69
66,4602,13,37,NEW YOR,200,HOUGHTON,91.304,105,115
66,2776,13,38,NEW YOR,200,DUNN  T.B.,88.393,99,112
66,8195,13,39,NEW YOR,200,SANDERS  A.,85.714,90,105
66,2491,13,40,NEW YOR,200,DEMPSEY  S.,89.535,77,86
66,5877,13,41,NEW YOR,200,MACGREGOR,80.916,106,131
66,6394,13,42,NEW YOR,100,MEAD  J.M.,78.723,74,94
66,7781,13,43,NEW YOR,200,REED  D.A.,91.176,93,102
66,8588,47,1,NORTH C,100,SMALL  J.H.,83.529,71,85
66,5307,47,2,NORTH C,100,KITCHIN  C.,87.654,71,81
66,1042,47,3,NORTH C,100,BRINSON  S.,84.112,90,107
66,7565,47,4,NORTH C,100,POU  E.W.,82.727,91,110
66,8864,47,5,NORTH C,100,STEDMAN  C.,85.714,120,140
66,3641,47,6,NORTH C,100,GODWIN  H.,81.818,63,77
66,7987,47,7,NORTH C,100,ROBINSON,85.714,90,105
66,2684,47,8,NORTH C,100,DOUGHTON,87.912,80,91
66,9898,47,9,NORTH C,100,WEBB  E.Y.,84,21,25
66,4483,47,9,NORTH C,100,HOEY  C.R.,81.159,56,69
66,9897,47,10,NORTH C,100,WEAVER  Z.,83.916,120,143
66,333,36,1,NORTH D,200,BAER  J.M.,86.047,74,86
66,10439,36,2,NORTH D,200,YOUNG  G.,86.62,123,142
66,8538,36,3,NORTH D,200,SINCLAIR,75.207,91,121
66,5770,24,1,OHIO,200,LONGWORTH,84.545,93,110
66,8886,24,2,OHIO,200,STEPHENS,85.366,105,123
66,3459,24,3,OHIO,100,GARD  W.,83.465,106,127
66,9949,24,4,OHIO,100,WELTY  B.F.,83.2,104,125
66,9316,24,5,OHIO,200,THOMPSON,84.733,111,131
66,5113,24,6,OHIO,200,KEARNS  C.,86.614,110,127
66,3124,24,7,OHIO,200,FESS  S.D.,91.803,112,122
66,1927,24,8,OHIO,200,COLE  R.C.,91.743,100,109
66,8463,24,9,OHIO,100,SHERWOOD,76.147,83,109
66,3308,24,10,OHIO,200,FOSTER  I.,88.652,125,141
66,7889,24,11,OHIO,200,RICKETTS,87.261,137,157
66,1160,24,12,OHIO,100,BRUMBAUGH,74,37,50
66,583,24,13,OHIO,200,BEGG  J.T.,90.299,121,134
66,2362,24,14,OHIO,100,DAVEY  M.L.,82.278,65,79
66,6628,24,15,OHIO,200,MOORE  C.E.,85.714,114,133
66,6203,24,16,OHIO,200,MCCULLOCH,89.394,59,66
66,258,24,17,OHIO,100,ASHBROOK,58.333,70,120
66,6805,24,18,OHIO,200,MURPHY  B.,82.759,96,116
66,2051,24,19,OHIO,200,COOPER  J.,90.476,95,105
66,6621,24,20,OHIO,100,MOONEY  C.,68.421,52,76
66,317,24,21,OHIO,100,BABKA  J.J.,70.94,83,117
66,2959,24,22,OHIO,200,EMERSON  H.,81.111,73,90
66,4625,53,1,OKLAHOM,100,HOWARD  E.,75.214,88,117
66,4183,53,2,OKLAHOM,100,HASTINGS,80.328,98,122
66,1546,53,3,OKLAHOM,100,CARTER  C.,85.714,84,98
66,6304,53,4,OKLAHOM,100,MCKEOWN  T.,86.885,106,122
66,9332,53,5,OKLAHOM,100,THOMPSON,80.952,17,21
66,4092,53,5,OKLAHOM,200,HARRELD  J.,85.714,60,70
66,3119,53,6,OKLAHOM,100,FERRIS  S.,75,54,72
66,6158,53,7,OKLAHOM,100,MCCLINTIC,81.553,84,103
66,6675,53,8,OKLAHOM,200,MORGAN  D.,81.188,82,101
66,9129,53,8,OKLAHOM,200,SWINDALL,82,41,50
66,4222,72,1,OREGON,200,HAWLEY  W.,86.331,120,139
66,8546,72,2,OREGON,200,SINNOTT  N.,86.765,118,136
66,6124,72,3,OREGON,200,MCARTHUR,82.787,101,122
66,9647,14,1,PENNSYL,200,VARE  W.S.,88.889,48,54
66,3732,14,2,PENNSYL,200,GRAHAM  G.,64.516,20,31
66,6640,14,3,PENNSYL,200,MOORE  J.H.,90.323,28,31
66,7736,14,3,PENNSYL,200,RANSLEY  H.,75,27,36
66,2853,14,4,PENNSYL,200,EDMONDS  G.,80.208,77,96
66,2082,14,5,PENNSYL,200,COSTELLO,86.957,20,23
66,2347,14,6,PENNSYL,200,DARROW  G.,88.652,125,141
66,1352,14,7,PENNSYL,200,BUTLER  T.,91.346,95,104
66,9873,14,8,PENNSYL,200,WATSON  H.,87.407,118,135
66,3816,14,9,PENNSYL,200,GRIEST  W.,86.087,99,115
66,6324,14,10,PENNSYL,100,MCLANE  P.,79.73,59,74
66,3068,14,10,PENNSYL,200,FARR  J.R.,76.923,10,13
66,1572,14,11,PENNSYL,100,CASEY  J.J.,82.609,57,69
66,7773,14,12,PENNSYL,200,REBER  J.,87.879,87,99
66,2536,14,13,PENNSYL,100,DEWALT  A.,82.895,63,76
66,6238,14,14,PENNSYL,200,MCFADDEN,89.32,92,103
66,5233,14,15,PENNSYL,200,KIESS  E.A.,87.805,72,82
66,5615,14,16,PENNSYL,100,LESHER  J.,85.849,91,106
66,3243,14,17,PENNSYL,200,FOCHT  B.K.,84.746,100,118
66,5366,14,18,PENNSYL,200,KREIDER  A.,89.744,70,78
66,8060,14,19,PENNSYL,200,ROSE  J.M.,86.154,112,130
66,1073,14,20,PENNSYL,200,BROOKS  E.,88.991,97,109
66,5028,14,21,PENNSYL,200,JONES  E.J.,85.437,88,103
66,10240,14,22,PENNSYL,100,WILSON  J.,82,82,100
66,5171,14,23,PENNSYL,200,KENDALL  S.,86.275,88,102
66,9249,14,24,PENNSYL,200,TEMPLE  H.,90.769,118,130
66,8493,14,25,PENNSYL,200,SHREVE  M.,98.214,110,112
66,8868,14,26,PENNSYL,100,STEELE  H.,84.314,43,51
66,9034,14,27,PENNSYL,200,STRONG  N.,94.898,93,98
66,4716,14,28,PENNSYL,200,HULINGS  W.,81.944,59,72
66,7540,14,29,PENNSYL,200,PORTER  S.,87.013,67,77
66,5154,14,30,PENNSYL,200,KELLY  M.C.,76.271,90,118
66,6688,14,31,PENNSYL,200,MORIN  J.M.,69.811,37,53
66,91449,14,32,PENNSYL,100,CAMPBELL,64.341,83,129
66,2130,14,99,PENNSYL,200,CRAGO  T.S.,81.132,86,106
66,9792,14,99,PENNSYL,200,WALTERS  A.,86.598,84,97
66,3478,14,99,PENNSYL,200,GARLAND  M.,82.192,60,73
66,1274,14,99,PENNSYL,200,BURKE  W.J.,57.143,44,77
66,1251,5,1,RHODE I,200,BURDICK  C.,85.345,99,116
66,8953,5,2,RHODE I,200,STINESS  W.,84.694,83,98
66,5174,5,3,RHODE I,200,KENNEDY  A.,74.576,44,59
66,9974,48,1,SOUTH C,100,WHALEY  R.,89.691,87,97
66,1370,48,2,SOUTH C,100,BYRNES  J.,86.26,113,131
66,2651,48,3,SOUTH C,100,DOMINICK,87.597,113,129
66,6915,48,4,SOUTH C,100,NICHOLLS,82.895,63,76
66,8923,48,5,SOUTH C,100,STEVENSON,96.694,117,121
66,7689,48,6,SOUTH C,100,RAGSDALE,78.571,11,14
66,8973,48,6,SOUTH C,100,STOLL  P.H.,94.565,87,92
66,5624,48,7,SOUTH C,100,LEVER  A.F.,90.909,10,11
66,5956,48,7,SOUTH C,100,MANN  E.C.,90.385,47,52
66,1718,37,1,SOUTH D,200,CHRISTOPHER,90.4,113,125
66,4991,37,2,SOUTH D,200,JOHNSON  R.,79.208,80,101
66,3450,37,3,SOUTH D,100,GANDY  H.L.,70.33,64,91
66,8356,54,1,TENNESS,200,SELLS  S.R.,79.487,93,117
66,9214,54,2,TENNESS,200,TAYLOR  J.,77.966,92,118
66,6618,54,3,TENNESS,100,MOON  J.A.,95.294,81,85
66,4717,54,4,TENNESS,100,HULL  C.,87.402,111,127
66,2379,54,5,TENNESS,100,DAVIS  E.L.,85.714,132,154
66,1372,54,6,TENNESS,100,BYRNES  J.,85.906,128,149
66,7150,54,7,TENNESS,100,PADGETT  L.,78.986,109,138
66,8537,54,8,TENNESS,100,SIMS  T.W.,87.255,89,102
66,3490,54,9,TENNESS,100,GARRETT  F.,86.525,122,141
66,3169,54,10,TENNESS,100,FISHER  H.,85.915,122,142
66,739,49,1,TEXAS,100,BLACK  E.,70.139,101,144
66,924,49,2,TEXAS,100,BOX  J.C.,84.516,131,155
66,10443,49,3,TEXAS,100,YOUNG  J.,88.889,128,144
66,7753,49,4,TEXAS,100,RAYBURN  S.,88.276,128,145
66,9087,49,5,TEXAS,100,SUMNERS  H.,77.953,99,127
66,4065,49,6,TEXAS,100,HARDY  R.,94.074,127,135
66,1029,49,7,TEXAS,100,BRIGGS  C.,79.487,124,156
66,2810,49,8,TEXAS,100,EAGLE  J.H.,83.117,64,77
66,5966,49,9,TEXAS,100,MANSFIELD,78.74,100,127
66,1188,49,10,TEXAS,100,BUCHANAN,78.378,116,148
66,1986,49,11,TEXAS,100,CONNALLY,85.507,118,138
66,5458,49,12,TEXAS,100,LANHAM  F.,91.558,141,154
66,7215,49,13,TEXAS,100,PARRISH  L.,72.611,114,157
66,573,49,14,TEXAS,100,BEE  C.,81.022,111,137
66,3482,49,15,TEXAS,100,GARNER  J.,81.132,86,106
66,4690,49,16,TEXAS,100,HUDSPETH,78.689,96,122
66,788,49,17,TEXAS,100,BLANTON  T.,64,96,150
66,5051,49,18,TEXAS,100,JONES  M.,75.912,104,137
66,9938,67,1,UTAH,100,WELLING  M.,65,91,140
66,6117,67,2,UTAH,100,MAYS  J.H.,77.444,103,133
66,3789,6,1,VERMONT,200,GREENE  F.,84.677,105,124
66,2302,6,2,VERMONT,200,DALE  P.H.,87.597,113,129
66,785,40,1,VIRGINI,100,BLAND  S.O.,76.821,116,151
66,4517,40,2,VIRGINI,100,HOLLAND  E.,72.131,88,122
66,6598,40,3,VIRGINI,100,MONTAGUE,71.795,84,117
66,9878,40,4,VIRGINI,100,WATSON  W.,83.333,35,42
66,2726,40,4,VIRGINI,100,DREWRY  P.,70.732,29,41
66,8227,40,5,VIRGINI,100,SAUNDERS,75,30,40
66,4886,40,5,VIRGINI,100,JAMES  R.A.,75,33,44
66,10353,40,6,VIRGINI,100,WOODS  J.P.,80.537,120,149
66,4136,40,7,VIRGINI,100,HARRISON,74.157,66,89
66,6649,40,8,VIRGINI,100,MOORE  R.W.,79.508,97,122
66,8574,40,9,VIRGINI,200,SLEMP  C.B.,80.233,69,86
66,3225,40,10,VIRGINI,100,FLOOD  H.D.,85.437,88,103
66,6494,73,1,WASHING,200,MILLER  J.,80.42,115,143
66,3898,73,2,WASHING,200,HADLEY  L.,84.459,125,148
66,4939,73,3,WASHING,200,JOHNSON  A.,90.071,127,141
66,9082,73,4,WASHING,200,SUMMERS  J.,84.028,121,144
66,9905,73,5,WASHING,200,WEBSTER  J.,85.039,108,127
66,6856,56,1,WEST VI,100,NEELY  M.M.,84,63,75
66,904,56,2,WEST VI,200,BOWERS  G.,76.147,83,109
66,7794,56,3,WEST VI,200,REED  S.F.,96.094,123,128
66,10367,56,4,WEST VI,200,WOODYARD,82.418,75,91
66,3693,56,5,WEST VI,200,GOODYKOONTZ,85.714,96,112
66,2834,56,6,WEST VI,200,ECHOLS  L.,85,102,120
66,7714,25,1,WISCONS,200,RANDALL  C.,85.612,119,139
66,9680,25,2,WISCONS,200,VOIGT  E.,75.591,96,127
66,6588,25,3,WISCONS,200,MONAHAN  J.,88.489,123,139
66,5316,25,4,WISCONS,200,KLECZKA  J.,80.62,104,129
66,5426,25,6,WISCONS,200,LAMPERT  F.,75.862,110,145
66,2988,25,7,WISCONS,200,ESCH  J.J.,93.023,120,129
66,1143,25,8,WISCONS,200,BROWNE  E.,79.048,83,105
66,1804,25,9,WISCONS,200,CLASSON  D.,81.111,73,90
66,3348,25,10,WISCONS,200,FREAR  J.A.,84.314,86,102
66,6861,25,11,WISCONS,200,NELSON  A.,86.842,99,114
66,6590,68,1,WYOMING,200,MONDELL  F.,91.096,133,146
67,99896,99,0,USA,200,HARDING,100,14,14
67,6233,41,1,ALABAMA,100,MC DUFFIE,90.476,152,168
67,9547,41,2,ALABAMA,100,TYSON  J.R.,93.583,175,187
67,8858,41,3,ALABAMA,100,STEAGALL  H,94.416,186,197
67,4902,41,4,ALABAMA,100,JEFFERS  L.,93.789,151,161
67,916,41,5,ALABAMA,100,BOWLING  W.,96.154,200,208
67,7064,41,6,ALABAMA,100,OLIVER  W.B,93.956,171,182
67,7694,41,7,ALABAMA,100,RAINEY  L.B,96.053,73,76
67,143,41,8,ALABAMA,100,ALMON  E.B.,92.188,177,192
